file_name,row_index,col_index,AWS_Value,Manual_Value,Equal,Equal_No_Commas_No_Spaces,Equal_Shifted,Only_Numbers_Equal_Or_Shifted,Any_Equality,Confidence_Value,Lev_Dist,Lev_Sim,error_difference
padded_cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,9,34,a.e. 24,24,False,False,False,False,False,34.57,5,0.2857142857142857,
padded_cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,14,38,50,15,False,False,False,False,False,82.67,2,0.0,-2.3333333333333335
padded_cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,16,1,Tuberculosis:4,"Tuberculosis: 4,6",False,False,False,False,False,86.82,3,0.8235294117647058,
padded_cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,17,33,7.,7,False,False,False,False,False,75.44,1,0.5,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,21,37,50,60,False,False,False,False,False,82.86,1,0.5,0.16666666666666666
padded_cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,26,1,(e) Other venereal diseases⁷,(e) Other venereal diseases 8,False,False,False,False,False,89.89,2,0.9310344827586208,
padded_cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,6,38,68,7,False,False,False,False,False,71.58,2,0.0,-8.714285714285714
padded_cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,14,38,65,15,False,False,False,False,False,80.57,1,0.5,-3.3333333333333335
padded_cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,16,1,Tuberculosis:4,"Tuberculosis: 4,6",False,False,False,False,False,90.33,3,0.8235294117647058,
padded_cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,26,1,(e) Other venereal diseases⁷,(e) Other venereal diseases 8,False,False,False,False,False,91.89,2,0.9310344827586208,
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,2,37,7.,7,False,False,False,False,False,81.88,1,0.5,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,6,38,31,7,False,False,False,False,False,83.3,2,0.0,-3.4285714285714284
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,7,33,A.A 9,9,False,False,False,False,False,83.3,4,0.1999999999999999,
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,7,34,.... 106,106,False,False,False,False,False,46.78,5,0.375,
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,8,38,1,9,False,False,False,False,False,80.66,1,0.0,0.8888888888888888
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,9,34,a.e. 10,10,False,False,False,False,False,47.56,5,0.2857142857142857,
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,10,38,1,11,False,False,False,False,False,79.69,1,0.5,0.9090909090909091
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,14,12,4,18,False,False,False,False,False,67.82,2,0.0,0.7777777777777778
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,14,38,63,15,False,False,False,False,False,74.37,2,0.0,-3.2
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,16,1,Tuberculosis: 4,"Tuberculosis: 4,6",False,False,False,False,False,91.11,2,0.8823529411764706,
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,24,22,25,24,False,False,False,False,False,89.06,1,0.5,-0.041666666666666664
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,26,1,(e) Other venereal diseases⁷,(e) Other venereal diseases 8,False,False,False,False,False,93.16,2,0.9310344827586208,
padded_cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,6,38,4,7,False,False,False,False,False,71.68,1,0.0,0.42857142857142855
padded_cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,8,38,1,9,False,False,False,False,False,69.53,1,0.0,0.8888888888888888
padded_cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,10,38,1,11,False,False,False,False,False,79.05,1,0.5,0.9090909090909091
padded_cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,14,32,15,8,False,False,False,False,False,64.5,2,0.0,-0.875
padded_cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,14,38,56,15,False,False,False,False,False,84.62,2,0.0,-2.7333333333333334
padded_cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,16,1,Tuberculosis:4,"Tuberculosis: 4,6",False,False,False,False,False,92.82,3,0.8235294117647058,
padded_cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,26,1,(e) Other venereal diseases⁷,(e) Other venereal diseases 8,False,False,False,False,False,83.54,2,0.9310344827586208,
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,0,5,"18,533",18544,False,False,False,False,False,88.13,3,0.5,
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,5,7,7,9,False,False,False,False,False,81.69,1,0.0,0.2222222222222222
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,6,25,12,5,False,False,False,False,False,25.63,2,0.0,-1.4
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,6,38,20,7,False,False,False,False,False,81.45,2,0.0,-1.8571428571428572
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,7,4,"1,567",1667,False,False,False,False,False,84.96,2,0.6,
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,7,33,23,22,False,False,False,False,False,83.3,1,0.5,-0.045454545454545456
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,7,36,1.33,133,False,False,False,False,False,81.49,1,0.75,0.9899999999999999
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,8,8,114,8,False,False,False,False,False,80.37,3,0.0,-13.25
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,8,38,1,9,False,False,False,False,False,79.64,1,0.0,0.8888888888888888
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,10,38,1,11,False,False,False,False,False,80.18,1,0.5,0.9090909090909091
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,14,38,50,15,False,False,False,False,False,82.42,2,0.0,-2.3333333333333335
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,16,1,Tuberculosis: 4,"Tuberculosis: 4,6",False,False,False,False,False,93.36,2,0.8823529411764706,
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,24,35,7.,7,False,False,False,False,False,87.06,1,0.5,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,26,1,(e) Other venereal diseases⁷,(e) Other venereal diseases 8,False,False,False,False,False,93.9,2,0.9310344827586208,
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,1,32,1,2,False,False,False,False,False,81.98,1,0.0,0.5
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,6,5,368,6402,False,False,False,False,False,86.67,4,0.0,0.9425179631365198
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,6,38,21,7,False,False,False,False,False,82.76,2,0.0,-2.0
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,14,12,14,7,False,False,False,False,False,83.3,2,0.0,-1.0
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,14,38,50,15,False,False,False,False,False,82.32,2,0.0,-2.3333333333333335
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,16,1,Tuberculosis:4,"Tuberculosis: 4,6",False,False,False,False,False,88.48,3,0.8235294117647058,
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,22,38,1,23,False,False,False,False,False,84.08,2,0.0,0.9565217391304348
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,26,1,(e) Other venereal diseases⁷,(e) Other venereal diseases 8,False,False,False,False,False,90.38,2,0.9310344827586208,
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,2,5,198,19,False,False,False,False,False,90.53,1,0.6666666666666667,-9.421052631578947
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,6,38,5,7,False,False,False,False,False,73.05,1,0.0,0.2857142857142857
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,10,38,1,11,False,False,False,False,False,79.74,1,0.5,0.9090909090909091
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,14,38,72,15,False,False,False,False,False,73.39,2,0.0,-3.8
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,16,1,Tuberculosis:4,"Tuberculosis: 4,6",False,False,False,False,False,90.92,3,0.8235294117647058,
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,24,36,7.,7,False,False,False,False,False,69.78,1,0.5,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,25,16,.0,10,False,False,False,False,False,46.14,1,0.5,1.0
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,26,1,(e) Other venereal diseases⁷,(e) Other venereal diseases 8,False,False,False,False,False,93.9,2,0.9310344827586208,
padded_cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,16,1,Tuberculosis: 4,"Tuberculosis: 4,6",False,False,False,False,False,89.06,2,0.8823529411764706,
padded_cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,26,1,(e) Other venereal diseases⁷,(e) Other venereal diseases 8,False,False,False,False,False,90.92,2,0.9310344827586208,
padded_cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,6,38,3,7,False,False,False,False,False,80.13,1,0.0,0.5714285714285714
padded_cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,7,34,...P. 219,219,False,False,False,False,False,32.45,6,0.3333333333333333,
padded_cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,10,38,1,11,False,False,False,False,False,80.62,1,0.5,0.9090909090909091
padded_cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,14,38,50,15,False,False,False,False,False,78.76,2,0.0,-2.3333333333333335
padded_cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,16,1,Tuberculosis:4,"Tuberculosis: 4,6",False,False,False,False,False,90.19,3,0.8235294117647058,
padded_cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,22,34,3,1,False,False,False,False,False,33.47,1,0.0,-2.0
padded_cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,26,1,(e) Other venereal diseases⁷,(e) Other venereal diseases 8,False,False,False,False,False,94.38,2,0.9310344827586208,
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,6,38,5,7,False,False,False,False,False,80.71,1,0.0,0.2857142857142857
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,8,38,1,9,False,False,False,False,False,83.11,1,0.0,0.8888888888888888
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,9,34,...A 17,17,False,False,False,False,False,37.28,5,0.2857142857142857,
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,10,38,4,11,False,False,False,False,False,83.3,2,0.0,0.6363636363636364
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,14,38,56,15,False,False,False,False,False,78.81,2,0.0,-2.7333333333333334
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,16,1,Tuberculosis:4,"Tuberculosis: 4,6",False,False,False,False,False,91.94,3,0.8235294117647058,
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,19,22,5.,5,False,False,False,False,False,90.14,1,0.5,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,24,19,7,1,False,False,False,False,False,89.55,1,0.0,-6.0
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,26,1,(e) Other venereal diseases⁷,(e) Other venereal diseases 8,False,False,False,False,False,94.38,2,0.9310344827586208,
padded_cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,6,38,3,7,False,False,False,False,False,75.59,1,0.0,0.5714285714285714
padded_cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,10,38,5,11,False,False,False,False,False,77.29,2,0.0,0.5454545454545454
padded_cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,13,3,1.770,1770,False,False,False,False,False,77.34,1,0.8,0.999
padded_cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,14,38,36,15,False,False,False,False,False,62.21,2,0.0,-1.4
padded_cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,16,1,Tuberculosis:4,"Tuberculosis: 4,6",False,False,False,False,False,89.65,3,0.8235294117647058,
padded_cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,26,1,(e) Other venereal diseases⁷,(e) Other venereal diseases 8,False,False,False,False,False,92.29,2,0.9310344827586208,
padded_cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,6,6,"7,437",35826,False,False,False,False,False,67.92,5,0.0,
padded_cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,10,38,3,11,False,False,False,False,False,84.28,2,0.0,0.7272727272727273
padded_cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,14,38,37,15,False,False,False,False,False,85.4,2,0.0,-1.4666666666666666
padded_cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,26,1,(e) Other venereal diseases⁷,(e) Other venereal diseases 8,False,False,False,False,False,92.33,2,0.9310344827586208,
padded_cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,27,38,28.,28,False,False,False,False,False,65.04,1,0.6666666666666667,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,0,37,133,13,False,False,False,False,False,85.64,1,0.6666666666666667,-9.23076923076923
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,5,38,1,6,False,False,False,False,False,82.37,1,0.0,0.8333333333333334
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,6,38,: 2,7,False,False,False,False,False,72.61,3,0.0,
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,8,3,2,6,False,False,False,False,False,71.39,1,0.0,0.6666666666666666
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,10,2, epidemic:⁴,5,False,False,False,False,False,77.1,11,0.0,
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,10,38,2,11,False,False,False,False,False,81.35,2,0.0,0.8181818181818182
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,14,38,35,15,False,False,False,False,False,83.2,1,0.5,-1.3333333333333333
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,16,1,Tuberculosis: 4,"Tuberculosis: 4,6",False,False,False,False,False,87.65,2,0.8823529411764706,
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,20,2,5.,5,False,False,False,False,False,76.42,1,0.5,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,26,1,(e) Other venereal diseases⁷,(e) Other venereal diseases 8,False,False,False,False,False,91.21,2,0.9310344827586208,
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,0,37,134,135,False,False,False,False,False,81.25,1,0.6666666666666667,0.007407407407407408
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,2,38,5,3,False,False,False,False,False,80.08,1,0.0,-0.6666666666666666
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,7,34,P... 136,136,False,False,False,False,False,46.04,5,0.375,
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,9,34,... 17,17,False,False,False,False,False,46.97,4,0.3333333333333333,
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,10,38,4,11,False,False,False,False,False,79.39,2,0.0,0.6363636363636364
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,14,38,30,15,False,False,False,False,False,79.1,2,0.0,-1.0
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,16,1,Tuberculosis:4,"Tuberculosis: 4,6",False,False,False,False,False,86.62,3,0.8235294117647058,
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,26,1,(e) Other venereal diseases⁷,(e) Other venereal diseases 8,False,False,False,False,False,91.7,2,0.9310344827586208,
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,6,38,3,7,False,False,False,False,False,83.54,1,0.0,0.5714285714285714
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,8,38,1,9,False,False,False,False,False,83.45,1,0.0,0.8888888888888888
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,10,38,4,11,False,False,False,False,False,84.18,2,0.0,0.6363636363636364
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,13,31,- 2,2,False,False,False,False,False,55.27,2,0.3333333333333333,
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,14,38,21,15,False,False,False,False,False,84.47,2,0.0,-0.4
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,16,1,Tuberculosis:4,"Tuberculosis: 4,6",False,False,False,False,False,91.55,3,0.8235294117647058,
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,22,4,2,5,False,False,False,False,False,81.4,1,0.0,0.6
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,26,1,(e) Other venereal diseases⁷,(e) Other venereal diseases 8,False,False,False,False,False,89.79,2,0.9310344827586208,
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,27,31,5.,5,False,False,False,False,False,81.2,1,0.5,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,2,1,255,False,False,False,False,False,78.66,3,0.0,0.996078431372549
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,3,2,377,False,False,False,False,False,75.98,3,0.0,0.9946949602122016
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,4,1,455,False,False,False,False,False,80.22,3,0.0,0.9978021978021978
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,5,51,25121,False,False,False,False,False,82.03,3,0.4,0.9979698260419569
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,6,54,23296,False,False,False,False,False,36.91,5,0.0,0.9976820054945055
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,7,81,29949,False,False,False,False,False,84.03,5,0.0,0.9972954021837123
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,20,1,22,False,False,False,False,False,76.56,2,0.0,0.9545454545454546
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,21,1,33,False,False,False,False,False,73.34,2,0.0,0.9696969696969697
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,38,2,1,False,False,False,False,False,77.49,1,0.0,-1.0
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,2,6,1,False,False,False,False,False,84.67,1,0.0,-5.0
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,3,8,2,False,False,False,False,False,81.79,1,0.0,-3.0
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,4,11,1,False,False,False,False,False,86.38,1,0.5,-10.0
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,5,314,51,False,False,False,False,False,88.28,2,0.3333333333333333,-5.1568627450980395
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,6,295,54,False,False,False,False,False,39.72,3,0.0,-4.462962962962963
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,7,295,81,False,False,False,False,False,90.48,3,0.0,-2.6419753086419755
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,20,:.,1,False,False,False,False,False,82.37,2,0.0,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,38,3,2,False,False,False,False,False,83.4,1,0.0,-0.5
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,2,6,2,295,False,False,False,False,False,32.4,2,0.3333333333333333,0.9932203389830508
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,2,7,6,295,False,False,False,False,False,73.78,3,0.0,0.9796610169491525
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,2,22,:.,1,False,False,False,False,False,72.27,2,0.0,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,2,38,4,3,False,False,False,False,False,68.02,1,0.0,-0.3333333333333333
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,3,6,293,2,False,False,False,False,False,36.77,2,0.3333333333333333,-145.5
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,3,7,293,6,False,False,False,False,False,83.74,3,0.0,-47.833333333333336
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,3,38,5,4,False,False,False,False,False,77.2,1,0.0,-0.25
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,4,3,1,8,False,False,False,False,False,70.26,1,0.0,0.875
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,4,4,1,11,False,False,False,False,False,74.22,1,0.5,0.9090909090909091
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,4,5,10,314,False,False,False,False,False,75.83,2,0.3333333333333333,0.9681528662420382
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,4,6,13,293,False,False,False,False,False,34.13,2,0.3333333333333333,0.9556313993174061
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,4,7,17,293,False,False,False,False,False,77.73,3,0.0,0.9419795221843004
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,4,22,:.,1,False,False,False,False,False,76.12,2,0.0,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,4,38,6,5,False,False,False,False,False,71.68,1,0.0,-0.2
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,5,3,139,1,False,False,False,False,False,75.49,2,0.3333333333333333,-138.0
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,5,4,134,1,False,False,False,False,False,79.69,2,0.3333333333333333,-133.0
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,5,5,45,10,False,False,False,False,False,81.49,2,0.0,-3.5
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,5,6,"8,042",13,False,False,False,False,False,36.67,5,0.0,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,5,7,"36,096",17,False,False,False,False,False,83.5,6,0.0,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,5,38,4,6,False,False,False,False,False,77.0,1,0.0,0.3333333333333333
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,3,489,134,False,False,False,False,False,73.83,3,0.0,-2.6492537313432836
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,4,698,45,False,False,False,False,False,77.98,3,0.0,-14.511111111111111
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,5,793,8042,False,False,False,False,False,79.74,4,0.0,0.9013926883859736
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,6,"38,511",36096,False,False,False,False,False,35.86,5,0.1666666666666666,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,7,"41,140",8855,False,False,False,False,False,81.69,6,0.0,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,11,3,90,False,False,False,False,False,74.27,2,0.0,0.9666666666666667
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,12,23,97,False,False,False,False,False,67.09,2,0.0,0.7628865979381443
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,14,8,43,False,False,False,False,False,40.36,2,0.0,0.813953488372093
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,15,19,35,False,False,False,False,False,79.64,2,0.0,0.45714285714285713
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,16,18,25,False,False,False,False,False,43.24,2,0.0,0.28
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,23,160,1,False,False,False,False,False,61.08,2,0.3333333333333333,-159.0
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,24,281,1,False,False,False,False,False,79.93,2,0.3333333333333333,-280.0
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,27,22,1,False,False,False,False,False,63.92,2,0.0,-21.0
