file_name,row_index,col_index,AWS_Value,Manual_Value,Equal,Equal_No_Commas_No_Spaces,Equal_Shifted,Only_Numbers_Equal_Or_Shifted,Any_Equality,Confidence_Value,Lev_Dist,Lev_Sim,log10_diff,log10_difference,relative_error
padded_cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,14,6,"4,057",3085,False,False,False,False,False,74.37,4,0.1999999999999999,,,
padded_cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,14,38,70,15,False,False,False,False,False,72.07,2,0.0,,0.6690067809585756,0.7857142857142857
padded_cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,21,18,9.,9,False,False,False,False,False,18.57,1,0.5,,0.0,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,25,37,45,5,False,False,False,False,False,76.12,1,0.5,,0.9542425094393248,0.8888888888888888
padded_cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,8,38,2,9,False,False,False,False,False,79.35,1,0.0,,0.6532125137753437,0.7777777777777778
padded_cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,14,38,50,15,False,False,False,False,False,82.67,2,0.0,,0.5228787452803374,0.7
padded_cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,17,33,7.,7,False,False,False,False,False,75.44,1,0.5,,0.0,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,21,37,50,60,False,False,False,False,False,82.86,1,0.5,,0.0791812460476248,0.16666666666666666
padded_cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,6,38,68,7,False,False,False,False,False,71.58,2,0.0,,0.9874108726919796,0.8970588235294118
padded_cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,14,38,65,15,False,False,False,False,False,80.57,1,0.5,,0.6368220975871741,0.7692307692307693
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,2,37,7.,7,False,False,False,False,False,81.88,1,0.5,,0.0,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,6,38,31,7,False,False,False,False,False,83.3,2,0.0,,0.6462636538200158,0.7741935483870968
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,7,34,.... 106,106,False,False,False,False,False,46.78,5,0.375,,,
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,8,38,1,9,False,False,False,False,False,80.66,1,0.0,,0.9542425094393248,0.8888888888888888
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,10,38,1,11,False,False,False,False,False,79.69,1,0.5,,1.0413926851582251,0.9090909090909091
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,14,12,4,18,False,False,False,False,False,67.82,2,0.0,,0.6532125137753436,0.7777777777777778
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,14,38,63,15,False,False,False,False,False,74.37,2,0.0,,0.6232492903979003,0.7619047619047619
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,24,22,25,24,False,False,False,False,False,89.06,1,0.5,,0.0177287669604317,0.04
padded_cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,6,38,4,7,False,False,False,False,False,71.68,1,0.0,,0.2430380486862944,0.42857142857142855
padded_cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,8,38,1,9,False,False,False,False,False,69.53,1,0.0,,0.9542425094393248,0.8888888888888888
padded_cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,10,38,1,11,False,False,False,False,False,79.05,1,0.5,,1.0413926851582251,0.9090909090909091
padded_cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,14,32,15,8,False,False,False,False,False,64.5,2,0.0,,0.2730012720637378,0.4666666666666667
padded_cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,14,38,56,15,False,False,False,False,False,84.62,2,0.0,,0.5720967679505191,0.7321428571428571
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,0,5,"18,533",18544,False,False,False,False,False,88.13,3,0.5,,,
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,5,7,7,9,False,False,False,False,False,81.69,1,0.0,,0.109144469425068,0.2222222222222222
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,6,25,12,5,False,False,False,False,False,25.63,2,0.0,,0.380211241711606,0.5833333333333334
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,6,38,20,7,False,False,False,False,False,81.45,2,0.0,,0.4559319556497244,0.65
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,7,4,"1,567",1667,False,False,False,False,False,84.96,2,0.6,,,
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,7,33,23,22,False,False,False,False,False,83.3,1,0.5,,0.0193051551953866,0.043478260869565216
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,7,36,1.33,133,False,False,False,False,False,81.49,1,0.75,,2.0,0.9899999999999999
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,8,8,114,8,False,False,False,False,False,80.37,3,0.0,,1.1538148643445292,0.9298245614035088
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,8,38,1,9,False,False,False,False,False,79.64,1,0.0,,0.9542425094393248,0.8888888888888888
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,10,38,1,11,False,False,False,False,False,80.18,1,0.5,,1.0413926851582251,0.9090909090909091
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,14,38,50,15,False,False,False,False,False,82.42,2,0.0,,0.5228787452803374,0.7
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,24,35,7.,7,False,False,False,False,False,87.06,1,0.5,,0.0,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,1,32,1,2,False,False,False,False,False,81.98,1,0.0,,0.3010299956639812,0.5
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,6,5,368,6402,False,False,False,False,False,86.67,4,0.0,,1.240467851134596,0.9425179631365198
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,6,38,21,7,False,False,False,False,False,82.76,2,0.0,,0.4771212547196625,0.6666666666666666
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,14,12,14,7,False,False,False,False,False,83.3,2,0.0,,0.3010299956639811,0.5
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,14,38,50,15,False,False,False,False,False,82.32,2,0.0,,0.5228787452803374,0.7
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,22,38,1,23,False,False,False,False,False,84.08,2,0.0,,1.3617278360175928,0.9565217391304348
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,2,5,198,19,False,False,False,False,False,90.53,1,0.6666666666666667,,1.017911589308702,0.9040404040404041
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,6,38,5,7,False,False,False,False,False,73.05,1,0.0,,0.1461280356782379,0.2857142857142857
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,10,38,1,11,False,False,False,False,False,79.74,1,0.5,,1.0413926851582251,0.9090909090909091
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,14,38,72,15,False,False,False,False,False,73.39,2,0.0,,0.6812412373755872,0.7916666666666666
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,24,36,7.,7,False,False,False,False,False,69.78,1,0.5,,0.0,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,25,16,.0,10,False,False,False,False,False,46.14,1,0.5,,,1.0
padded_cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,6,38,3,7,False,False,False,False,False,80.13,1,0.0,,0.3679767852945944,0.5714285714285714
padded_cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,10,38,1,11,False,False,False,False,False,80.62,1,0.5,,1.0413926851582251,0.9090909090909091
padded_cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,14,38,50,15,False,False,False,False,False,78.76,2,0.0,,0.5228787452803374,0.7
padded_cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,22,34,3,1,False,False,False,False,False,33.47,1,0.0,,0.4771212547196624,0.6666666666666666
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,6,38,5,7,False,False,False,False,False,80.71,1,0.0,,0.1461280356782379,0.2857142857142857
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,8,38,1,9,False,False,False,False,False,83.11,1,0.0,,0.9542425094393248,0.8888888888888888
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,10,38,4,11,False,False,False,False,False,83.3,2,0.0,,0.4393326938302627,0.6363636363636364
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,14,38,56,15,False,False,False,False,False,78.81,2,0.0,,0.5720967679505191,0.7321428571428571
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,19,22,5.,5,False,False,False,False,False,90.14,1,0.5,,0.0,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,24,19,7,1,False,False,False,False,False,89.55,1,0.0,,0.8450980400142568,0.8571428571428571
padded_cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,6,38,3,7,False,False,False,False,False,75.59,1,0.0,,0.3679767852945944,0.5714285714285714
padded_cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,10,38,5,11,False,False,False,False,False,77.29,2,0.0,,0.3424226808222063,0.5454545454545454
padded_cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,13,3,1.770,1770,False,False,False,False,False,77.34,1,0.8,,3.0,0.999
padded_cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,14,38,36,15,False,False,False,False,False,62.21,2,0.0,,0.3802112417116059,0.5833333333333334
padded_cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,6,6,"7,437",35826,False,False,False,False,False,67.92,5,0.0,,,
padded_cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,10,38,3,11,False,False,False,False,False,84.28,2,0.0,,0.5642714304385628,0.7272727272727273
padded_cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,14,38,37,15,False,False,False,False,False,85.4,2,0.0,,0.3921104650113136,0.5945945945945946
padded_cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,27,38,28.,28,False,False,False,False,False,65.04,1,0.6666666666666667,,0.0,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,0,37,133,13,False,False,False,False,False,85.64,1,0.6666666666666667,,1.009908288660249,0.9022556390977443
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,5,38,1,6,False,False,False,False,False,82.37,1,0.0,,0.7781512503836436,0.8333333333333334
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,8,3,2,6,False,False,False,False,False,71.39,1,0.0,,0.4771212547196624,0.6666666666666666
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,10,38,2,11,False,False,False,False,False,81.35,2,0.0,,0.7403626894942439,0.8181818181818182
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,14,38,35,15,False,False,False,False,False,83.2,1,0.5,,0.3679767852945943,0.5714285714285714
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,20,2,5.,5,False,False,False,False,False,76.42,1,0.5,,0.0,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,0,37,134,135,False,False,False,False,False,81.25,1,0.6666666666666667,,0.0032289701301984,0.007407407407407408
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,2,38,5,3,False,False,False,False,False,80.08,1,0.0,,0.2218487496163564,0.4
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,9,34,... 17,17,False,False,False,False,False,46.97,4,0.3333333333333333,,,
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,10,38,4,11,False,False,False,False,False,79.39,2,0.0,,0.4393326938302627,0.6363636363636364
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,14,38,30,15,False,False,False,False,False,79.1,2,0.0,,0.301029995663981,0.5
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,6,38,3,7,False,False,False,False,False,83.54,1,0.0,,0.3679767852945944,0.5714285714285714
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,8,38,1,9,False,False,False,False,False,83.45,1,0.0,,0.9542425094393248,0.8888888888888888
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,10,38,4,11,False,False,False,False,False,84.18,2,0.0,,0.4393326938302627,0.6363636363636364
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,14,38,21,15,False,False,False,False,False,84.47,2,0.0,,0.1461280356782379,0.2857142857142857
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,22,4,2,5,False,False,False,False,False,81.4,1,0.0,,0.3979400086720376,0.6
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,27,31,5.,5,False,False,False,False,False,81.2,1,0.5,,0.0,0.0
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,2,1,255,False,False,False,False,False,78.66,3,0.0,,2.406540180433955,0.996078431372549
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,3,2,377,False,False,False,False,False,75.98,3,0.0,,2.275311354541812,0.9946949602122016
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,4,1,455,False,False,False,False,False,80.22,3,0.0,,2.6580113966571126,0.9978021978021978
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,5,51,25121,False,False,False,False,False,82.03,3,0.4,,2.692466747416177,0.9979698260419569
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,6,54,23296,False,False,False,False,False,36.91,5,0.0,,2.6348875978099744,0.9976820054945055
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,7,81,29949,False,False,False,False,False,84.03,5,0.0,,2.567897306954113,0.9972954021837123
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,20,1,22,False,False,False,False,False,76.56,2,0.0,,1.3424226808222062,0.9545454545454546
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,21,1,33,False,False,False,False,False,73.34,2,0.0,,1.5185139398778875,0.9696969696969697
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,0,38,2,1,False,False,False,False,False,77.49,1,0.0,,0.3010299956639812,0.5
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,2,6,1,False,False,False,False,False,84.67,1,0.0,,0.7781512503836436,0.8333333333333334
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,3,8,2,False,False,False,False,False,81.79,1,0.0,,0.6020599913279623,0.75
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,4,11,1,False,False,False,False,False,86.38,1,0.5,,1.0413926851582251,0.9090909090909091
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,5,314,51,False,False,False,False,False,88.28,2,0.3333333333333333,,0.7893594719752786,0.8375796178343949
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,6,295,54,False,False,False,False,False,39.72,3,0.0,,0.7374282561551944,0.8169491525423729
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,7,295,81,False,False,False,False,False,90.48,3,0.0,,0.5613369970995132,0.7254237288135593
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,38,3,2,False,False,False,False,False,83.4,1,0.0,,0.1760912590556812,0.3333333333333333
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,2,6,2,295,False,False,False,False,False,32.4,2,0.3333333333333333,,2.1687920203141817,0.9932203389830508
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,2,7,6,295,False,False,False,False,False,73.78,3,0.0,,1.6916707655945191,0.9796610169491525
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,2,38,4,3,False,False,False,False,False,68.02,1,0.0,,0.1249387366082999,0.25
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,3,6,293,2,False,False,False,False,False,36.77,2,0.3333333333333333,,2.1658376246901283,0.9931740614334471
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,3,7,293,6,False,False,False,False,False,83.74,3,0.0,,1.688716369970466,0.9795221843003413
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,3,38,5,4,False,False,False,False,False,77.2,1,0.0,,0.0969100130080564,0.2
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,4,3,1,8,False,False,False,False,False,70.26,1,0.0,,0.9030899869919436,0.875
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,4,4,1,11,False,False,False,False,False,74.22,1,0.5,,1.0413926851582251,0.9090909090909091
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,4,5,10,314,False,False,False,False,False,75.83,2,0.3333333333333333,,1.4969296480732148,0.9681528662420382
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,4,6,13,293,False,False,False,False,False,34.13,2,0.3333333333333333,,1.3529242680472728,0.9556313993174061
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,4,7,17,293,False,False,False,False,False,77.73,3,0.0,,1.2364186989758357,0.9419795221843004
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,4,38,6,5,False,False,False,False,False,71.68,1,0.0,,0.0791812460476247,0.16666666666666666
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,5,3,139,1,False,False,False,False,False,75.49,2,0.3333333333333333,,2.143014800254095,0.9928057553956835
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,5,4,134,1,False,False,False,False,False,79.69,2,0.3333333333333333,,2.127104798364808,0.9925373134328358
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,5,5,45,10,False,False,False,False,False,81.49,2,0.0,,0.6532125137753437,0.7777777777777778
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,5,6,"8,042",13,False,False,False,False,False,36.67,5,0.0,,,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,5,7,"36,096",17,False,False,False,False,False,83.5,6,0.0,,,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,5,38,4,6,False,False,False,False,False,77.0,1,0.0,,0.1760912590556812,0.3333333333333333
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,3,489,134,False,False,False,False,False,73.83,3,0.0,,0.5622040607588126,0.7259713701431493
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,4,698,45,False,False,False,False,False,77.98,3,0.0,,1.1906429088478172,0.9355300859598854
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,5,793,8042,False,False,False,False,False,79.74,4,0.0,,1.0060908814492886,0.9013926883859736
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,6,"38,511",36096,False,False,False,False,False,35.86,5,0.1666666666666666,,,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,7,"41,140",8855,False,False,False,False,False,81.69,6,0.0,,,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,11,3,90,False,False,False,False,False,74.27,2,0.0,,1.4771212547196626,0.9666666666666667
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,12,23,97,False,False,False,False,False,67.09,2,0.0,,0.6250438982486519,0.7628865979381443
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,14,8,43,False,False,False,False,False,40.36,2,0.0,,0.7303784685876429,0.813953488372093
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,15,19,35,False,False,False,False,False,79.64,2,0.0,,0.2653144433974468,0.45714285714285713
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,16,18,25,False,False,False,False,False,43.24,2,0.0,,0.1426675035687317,0.28
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,23,160,1,False,False,False,False,False,61.08,2,0.3333333333333333,,2.204119982655925,0.99375
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,24,281,1,False,False,False,False,False,79.93,2,0.3333333333333333,,2.44870631990508,0.99644128113879
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,27,22,1,False,False,False,False,False,63.92,2,0.0,,1.3424226808222062,0.9545454545454546
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,28,14,6,False,False,False,False,False,80.32,2,0.0,,0.3679767852945943,0.5714285714285714
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,35,62,5,False,False,False,False,False,79.49,2,0.0,,1.0934216851622351,0.9193548387096774
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,37,27,4,False,False,False,False,False,73.73,2,0.0,,0.829303772831025,0.8518518518518519
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,38,115,7,False,False,False,False,False,75.34,3,0.0,,1.2155998003393549,0.9391304347826087
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,7,2,1,489,False,False,False,False,False,77.0,3,0.0,,2.6893088591236203,0.9979550102249489
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,7,3,5,698,False,False,False,False,False,74.37,3,0.0,,2.144885418287142,0.9928366762177651
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,7,4,7,793,False,False,False,False,False,78.52,2,0.3333333333333333,,2.0541751473033467,0.9911727616645649
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,7,5,172,38511,False,False,False,False,False,80.27,5,0.0,,2.350056349015709,0.995533743605723
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,7,6,172,41140,False,False,False,False,False,36.11,4,0.1999999999999999,,2.3787358404511565,0.9958191541079242
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,7,7,164,44369,False,False,False,False,False,82.28,4,0.1999999999999999,,2.432235792537778,0.9963037255741621
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,7,15,1,18,False,False,False,False,False,80.18,1,0.5,,1.255272505103306,0.9444444444444444
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,7,22,1,160,False,False,False,False,False,80.57,2,0.3333333333333333,,2.204119982655925,0.99375
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,7,24,2,452,False,False,False,False,False,80.47,2,0.3333333333333333,,2.3541084391474008,0.995575221238938
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,7,25,2,242,False,False,False,False,False,43.53,2,0.3333333333333333,,2.08278537031645,0.9917355371900827
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,7,35,1,26,False,False,False,False,False,80.03,2,0.0,,1.414973347970818,0.9615384615384616
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,7,36,2,27,False,False,False,False,False,75.39,1,0.5,,1.130333768495006,0.9259259259259259
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,7,38,9,8,False,False,False,False,False,75.83,1,0.0,,0.0511525224473813,0.1111111111111111
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,8,3,186,5,False,False,False,False,False,79.05,3,0.0,,1.5705429398818975,0.9731182795698925
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,8,4,295,7,False,False,False,False,False,83.5,3,0.0,,1.624723975963906,0.976271186440678
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,8,5,263,172,False,False,False,False,False,85.35,3,0.0,,0.1844273015822093,0.34600760456273766
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,8,6,"20,572",172,False,False,False,False,False,38.4,4,0.3333333333333333,,,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,8,7,"18,909",164,False,False,False,False,False,87.45,5,0.1666666666666666,,,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,8,22,23,1,False,False,False,False,False,85.64,2,0.0,,1.3617278360175928,0.9565217391304348
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,8,24,88,2,False,False,False,False,False,85.6,2,0.0,,1.6434526764861874,0.9772727272727273
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,8,25,193,2,False,False,False,False,False,46.29,3,0.0,,1.9845273133437928,0.9896373056994818
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,8,35,8,1,False,False,False,False,False,85.11,1,0.0,,0.9030899869919436,0.875
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,8,36,45,2,False,False,False,False,False,80.18,2,0.0,,1.3521825181113625,0.9555555555555556
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,8,38,30,9,False,False,False,False,False,80.66,2,0.0,,0.5228787452803375,0.7
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,9,2,5,186,False,False,False,False,False,76.56,3,0.0,,1.5705429398818975,0.9731182795698925
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,9,3,3,295,False,False,False,False,False,73.93,3,0.0,,1.9927007612585008,0.9898305084745763
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,9,4,44,263,False,False,False,False,False,78.08,3,0.0,,0.7765030720035706,0.8326996197718631
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,9,5,78,20572,False,False,False,False,False,79.79,4,0.1999999999999999,,2.421181912958572,0.9962084386544818
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,9,6,163,18909,False,False,False,False,False,35.91,4,0.1999999999999999,,2.06448095744132,0.9913797662488762
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,9,7,163,27076,False,False,False,False,False,81.79,5,0.0,,2.2203969010212634,0.9939799084059684
